2022-08-05|22:49:03.197|main      |backend-department-service,,|DEBUG| ontext.logging.ClasspathLoggingApplicationListener| Application started with classpath: unknown
2022-08-05|22:49:08.306|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'org.springframework.aop.config.internalAutoProxyCreator'
2022-08-05|22:49:08.397|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'dataSourceInitializerPostProcessor'
2022-08-05|22:49:08.400|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'persistenceExceptionTranslationPostProcessor'
2022-08-05|22:49:08.403|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Autowiring by type from bean name 'persistenceExceptionTranslationPostProcessor' via factory method to bean named 'environment'
2022-08-05|22:49:08.408|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'webServerFactoryCustomizerBeanPostProcessor'
2022-08-05|22:49:08.409|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'errorPageRegistrarBeanPostProcessor'
2022-08-05|22:49:08.409|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'dataSourceInitializedPublisher'
2022-08-05|22:49:08.413|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'projectingArgumentResolverBeanPostProcessor'
2022-08-05|22:49:08.416|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'org.springframework.transaction.config.internalTransactionAdvisor'
2022-08-05|22:49:08.416|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration'
2022-08-05|22:49:08.521|main      |backend-department-service,,| INFO| essorRegistrationDelegate$BeanPostProcessorChecker| Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$8cafd3ff] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2022-08-05|22:49:08.546|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'transactionAttributeSource'
2022-08-05|22:49:08.569|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'transactionInterceptor'
2022-08-05|22:49:08.616|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'jackson2ModuleRegisteringBeanPostProcessor'
2022-08-05|22:49:08.617|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'org.springframework.hateoas.config.HateoasConfiguration'
2022-08-05|22:49:08.618|main      |backend-department-service,,| INFO| essorRegistrationDelegate$BeanPostProcessorChecker| Bean 'org.springframework.hateoas.config.HateoasConfiguration' of type [org.springframework.hateoas.config.HateoasConfiguration$$EnhancerBySpringCGLIB$$c302131] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2022-08-05|22:49:08.628|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'configurationPropertiesBeans'
2022-08-05|22:49:08.631|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Autowiring by type from bean name 'configurationPropertiesBeans' via factory method to bean named 'org.springframework.boot.web.servlet.context.AnnotationConfigServletWebServerApplicationContext@2189e7a7'
2022-08-05|22:49:08.645|main      |backend-department-service,,|DEBUG| ework.ui.context.support.UiApplicationContextUtils| Unable to locate ThemeSource with name 'themeSource': using default [org.springframework.ui.context.support.ResourceBundleThemeSource@5f59ea8c]
2022-08-05|22:49:08.651|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'tomcatServletWebServerFactory'
2022-08-05|22:49:08.652|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.web.servlet.ServletWebServerFactoryConfiguration$EmbeddedTomcat'
2022-08-05|22:49:08.716|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'websocketServletWebServerCustomizer'
2022-08-05|22:49:08.716|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.websocket.servlet.WebSocketServletAutoConfiguration$TomcatWebSocketConfiguration'
2022-08-05|22:49:08.722|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'servletWebServerFactoryCustomizer'
2022-08-05|22:49:08.723|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.web.servlet.ServletWebServerFactoryAutoConfiguration'
2022-08-05|22:49:08.728|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'server-org.springframework.boot.autoconfigure.web.ServerProperties'
2022-08-05|22:49:08.764|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Autowiring by type from bean name 'servletWebServerFactoryCustomizer' via factory method to bean named 'server-org.springframework.boot.autoconfigure.web.ServerProperties'
2022-08-05|22:49:08.769|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'tomcatServletWebServerFactoryCustomizer'
2022-08-05|22:49:08.773|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Autowiring by type from bean name 'tomcatServletWebServerFactoryCustomizer' via factory method to bean named 'server-org.springframework.boot.autoconfigure.web.ServerProperties'
2022-08-05|22:49:08.775|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'tomcatWebServerFactoryCustomizer'
2022-08-05|22:49:08.775|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.web.embedded.EmbeddedWebServerFactoryCustomizerAutoConfiguration$TomcatWebServerFactoryCustomizerConfiguration'
2022-08-05|22:49:08.782|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Autowiring by type from bean name 'tomcatWebServerFactoryCustomizer' via factory method to bean named 'environment'
2022-08-05|22:49:08.782|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Autowiring by type from bean name 'tomcatWebServerFactoryCustomizer' via factory method to bean named 'server-org.springframework.boot.autoconfigure.web.ServerProperties'
2022-08-05|22:49:08.789|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'localeCharsetMappingsCustomizer'
2022-08-05|22:49:08.791|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.web.servlet.HttpEncodingAutoConfiguration'
2022-08-05|22:49:08.792|main      |backend-department-service,,|DEBUG| ork.core.LocalVariableTableParameterNameDiscoverer| Cannot find '.class' file for class [class org.springframework.boot.autoconfigure.web.servlet.HttpEncodingAutoConfiguration$$EnhancerBySpringCGLIB$$60048aa1] - unable to determine constructor/method parameter names
2022-08-05|22:49:08.795|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'spring.http-org.springframework.boot.autoconfigure.http.HttpProperties'
2022-08-05|22:49:08.800|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Autowiring by type from bean name 'org.springframework.boot.autoconfigure.web.servlet.HttpEncodingAutoConfiguration' via constructor to bean named 'spring.http-org.springframework.boot.autoconfigure.http.HttpProperties'
2022-08-05|22:49:08.853|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'errorPageCustomizer'
2022-08-05|22:49:08.854|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.web.servlet.error.ErrorMvcAutoConfiguration'
2022-08-05|22:49:08.855|main      |backend-department-service,,|DEBUG| ork.core.LocalVariableTableParameterNameDiscoverer| Cannot find '.class' file for class [class org.springframework.boot.autoconfigure.web.servlet.error.ErrorMvcAutoConfiguration$$EnhancerBySpringCGLIB$$b85bd984] - unable to determine constructor/method parameter names
2022-08-05|22:49:08.867|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'dispatcherServletRegistration'
2022-08-05|22:49:08.870|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.web.servlet.DispatcherServletAutoConfiguration$DispatcherServletRegistrationConfiguration'
2022-08-05|22:49:08.873|main      |backend-department-service,,|DEBUG| ork.core.LocalVariableTableParameterNameDiscoverer| Cannot find '.class' file for class [class org.springframework.boot.autoconfigure.web.servlet.DispatcherServletAutoConfiguration$DispatcherServletRegistrationConfiguration$$EnhancerBySpringCGLIB$$3eb6f86f] - unable to determine constructor/method parameter names
2022-08-05|22:49:08.877|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'spring.mvc-org.springframework.boot.autoconfigure.web.servlet.WebMvcProperties'
2022-08-05|22:49:08.881|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Autowiring by type from bean name 'org.springframework.boot.autoconfigure.web.servlet.DispatcherServletAutoConfiguration$DispatcherServletRegistrationConfiguration' via constructor to bean named 'spring.mvc-org.springframework.boot.autoconfigure.web.servlet.WebMvcProperties'
2022-08-05|22:49:08.885|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'multipartConfigElement'
2022-08-05|22:49:08.886|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.web.servlet.MultipartAutoConfiguration'
2022-08-05|22:49:08.887|main      |backend-department-service,,|DEBUG| ork.core.LocalVariableTableParameterNameDiscoverer| Cannot find '.class' file for class [class org.springframework.boot.autoconfigure.web.servlet.MultipartAutoConfiguration$$EnhancerBySpringCGLIB$$cef512ae] - unable to determine constructor/method parameter names
2022-08-05|22:49:08.889|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Creating shared instance of singleton bean 'spring.servlet.multipart-org.springframework.boot.autoconfigure.web.servlet.MultipartProperties'
2022-08-05|22:49:08.902|main      |backend-department-service,,|DEBUG| k.beans.factory.support.DefaultListableBeanFactory| Autowiring by type from bean name 'org.springframework.boot.autoconfigure.web.servlet.MultipartAutoConfiguration' via constructor to bean named 'spring.servlet.multipart-org.springframework.boot.autoconfigure.web.servlet.MultipartProperties'
